EIN	Name
510605693	SAN MARCOS HEALTH CARE PROPERTIES INC
510605694	APOPKA HEALTH CARE PROPERTIES INC
510609967	HEALTHFIRST HEALTH PLAN OF NEW JERSEY INC
510638149	ELIZABETHS HOUSE OPTION 1 WOMENS HEALTH
510642913	HEALTH ASSISTANCE INTERVENTION EDUCATION NETWORK FOR CT HEALTH PROFESSIONALS INC
510671019	K TO COLLEGE DBA SUPPLYBANKORG
510673005	SEIU HEALTHCARE NORTHWEST TRAINING PARTNERSHIP
510674514	FULTON COUNTY MEDICAL CENTER FOUNDATION
511457551	AMERICAN OSTEOPATHIC COLLEGES OF OPHTHMGY AND OTOLRYNGY HNS FOUNDATION
516000297	UNIVERSITY OF DELAWARE
516012363	TT FOR PRESBYTERIAN U OF PA MEDICAL CTR 
516014960	TRUST UA PHILIP F DUPONT FBO UNIVERSITY OF VIRGINIA 001028-002
516017306	UNIVERSITY OF DELAWARE RESEARCH FOUNDATION
516017971	FRIENDS OF THE UNIVERSITY OF DELAWARE LIBRARY
516018005	UNIVERSITY OF WISCONSIN TRUST
516089453	CARTERET COMMUNITY COLLEGE FOUNDATION INC
520228954	LABORERS DISTRICT COUNCIL HEALTH AND WELFARE TRUST FUND NO2
520410730	MEDICAL AND CHIRURGICAL FACULTY OF MARYLAND
520449990	PRESBYTERIAN EYE EAR AND THROAT CHARITY HOSPITAL  BOARD OF GOVERNORS
520557209	CHESAPEAKE HEALTHCARE FORUM INC
520589234	ALPHA XI DELTA BLDG CORP OF COLLEGE PARK
520591421	ST JOHNS COLLEGE
520591461	ST JOSEPH MEDICAL CENTER INC
520591608	HOOD COLLEGE
520591609	WOMENS HOSPITAL FOUNDATION INC
520591613	GOUCHER COLLEGE
520591623	LOYOLA UNIVERSITY MARYLAND INC
520591641	NOTRE DAME OF MARYLAND UNIVERSITY INC
520591666	MENTAL HEALTH ASSOCIATION OF MARYLAND INC
520591672	MOUNT SAINT MARYS UNIVERSITY
520591686	UNIVERSITY BAPTIST CHURCH OF BALTIMORE
520591691	WASHINGTON COLLEGE
520591694	MCDANIEL COLLEGE INC
520595110	JOHNS HOPKINS UNIVERSITY
520608017	HOSPITAL FOR CONSUMPTIVES OF MD-EUDOWOOD
520615433	MEDICAL ALUMNI ASSOCIATION OF THE UNIVERSITY OF MARYLAND INC
520629995	HAGERSTOWN TEAMSTERS AND MOTOR CARRIERS HEALTH AND WELFARE FUND
520631160	TRUCK DRIVERS AND HELPERS LOCAL UNION NO 355 HEALTH AND WELFARE PLAN
520643528	WASHINGTON ADVENTIST UNIVERSITY
520647639	MARYLAND HOSPITAL ASSOCIATION INC
520691413	CARROLL COUNTY HEALTH SERVICES CORPORATION
520692469	INDEPENDENT COLLEGE FUND OF MARYLAND INC
520705392	STEVENSON UNIVERSITY
520728423	MONTGOMERY COUNTY MEDICAL SOCIETY INC
520730716	MENTAL HEALTH ASSOCIATION OF EASTERN SHORE INC
520745582	COLLEGE PARK LODGE 453 LOYAL ORDER
520747578	AMERICAN ASSOCIATION OF STATE COLLEGES AND UNIVERSITITES
520749507	BEN AND ESTHER ROSENBLOOM HILLEL CENTER FOR JEWISH LIFE AT UNIVERSITY OF MD
520784740	NATIONAL ASSOCIATION OF STATE MENTAL HEALTH PROGRAM DIRECTORS
520786068	MARYLAND MEDICAL LEGAL FOUNDATION INC
520805606	CAPITOL TECHNOLOGY UNIVERSITY
520807628	AMERICAN SOCIETY OF HEALTH-SYSTEM PHARMACISTS INC
520808236	CALVERTHEALTH AUXILIARY INC
520808438	HOWARD UNIVERSITY MEDICAL ALUMNI ASSOCIATION
520824835	ANCHOR MENTAL HEALTH ASSOCIATION INC
520854283	AMERICAN ASSOCIATION OF COLLEGES OF PODIATRIC MEDICINE
520880522	FOUNDATION FOR CONTEMPORARY MENTAL HEALTH
520885858	US INTERNATIONAL UNIVERSITY SPORTS
520886491	SOCIETY OF HEALTH AND PHYSICAL EDUCATORS
520894709	HEALTH FACILITIES ASSOCIATION OF MD INC
520901664	MARYLAND HOSPITAL EDUCATION AND RESEARCH FOUNDATION INC
520902755	ASSOCIATION OF JESUIT COLLEGES AND UNIVERSITIES
520902922	UNIVERSITY LEGAL SERVICES INC
520904354	SEIU HEALTH AND WELFARE FUND
520907692	AMERICAN COLLEGE OF DENTISTS INC
520913438	UNIVERSITY OF MARYLAND OBSTETRICAL AND GYNECOLOGICAL ASSOCIATES PA
520939453	TOWSON UNIVERSITY FOUNDATION INC
520939952	NATIONAL ASSOCIATION OF COMMUNITY HEALTH CENTERS INC
520940594	AMERICAN POSTAL WORKERS UNION AFL CIO HEALTH
520940978	ASSOCIATION OF ACADEMIC HEALTH CENTERS INC
520952758	BOWIE STATE UNIVERSITY FOUNDATION INC
520954463	KAISER FOUNDATION HEALTH PLAN OF THE MID-ATLANTIC STATES INC
520961414	GREATER BADEN MEDICAL SERVICES INC
520965479	STUDENT NATIONAL MEDICAL ASSOCIATION
520966155	ROCK CREEK FOUNDATION FOR MENTAL HEALTH INC
520968521	MENTAL HEALTH ASSOCIATION OF FREDERICK COUNTY INC
520971333	AMERICAN ASSOCIATION OF COLLEGES OF NURSING
520976937	PARK WEST HEALTH SYSTEM INC
520986808	ADVENTIST HOME HEALTH SERVICES INC
520995961	UNIVERSITY OF MARYLAND PSYCHIATRY ASSOCIATES PA
521002260	TMF HEALTH QUALITY INSTITUTE
521005768	ASSOCIATION OF SCHOOLS AND COLLEGES OF OPTOMETRY
521006053	ADVANCED MEDICAL TECHNOLOGY ASSOCIATION
521010577	MARYLAND UNIVERSITY OF INTEGRATIVE HEALTH INC
521017653	COUNCIL ON EDUCATION FOR PUBLIC HEALTH
521025476	ST FRANCIS MEDICAL CENTER FOUNDATION INC
521034058	ANDROMEDA TRANSCULTURAL HEALTH
521034509	BALTIMORE CITY COLLEGE ALUMNI ASSOCIATION
521040290	UNIVERSITY PROPERTIES INC
521043923	GROUP HEALTH PROGRAM CO NATIONAL TELECOMMUNICATIONS COOPERATIVE ASSOC
521045250	WESTERN MICHIGAN UNIVERSITY CHAPTER AMERICAN ASSOCIATION OF PROFESSORS
521045309	PLUMBERS AND STEAMFITTERS LOCAL 489 HEALTH AND WELFARE PLAN
521048393	GLOBAL HEALTH COUNCIL CO GLOBAL IMPACT
521057207	MEDICAL AND DENTAL STAFF OF HOLY CROSS HOSPITAL OF SILVER SPRING
521072778	HOWARD HOSPITAL FOUNDATION INC
521073362	FAMILY AND MEDICAL COUNSELING SERVICE INC
521076100	DR J ELMER HARP MEDICAL CENTER INC
521076158	UNIVERSITY OF MARYLAND ANESTHESIOLOGY ASSOCIATES PA
521081261	NATIONAL WOMENS HEALTH NETWORK
521085847	COLLEGE ON PROBLEMS OF DRUG DEPENDENCE INC
521103228	UNIVERSITY OF MARYLAND PHYSICIANS PA
521104382	THOMAS ONEILL CATHOLIC HEALTH CARE FUND
521104909	CHESAPEAKE COLLEGE FOUNDATION INC
521110642	CENTER FOR A HEALTHY MARYLAND INC
521115038	CARROLL HOSPITAL CENTER FOUNDATION INC
521115873	COVENANT HEALTH CARE CENTERS INC
521116591	CHOPTANK COMMUNITY HEALTH SYSTEM INC
521118424	FAMILY HEALTH CENTERS OF BALTIMORE INC
521124269	AUXILIARY TO THE NATIONAL MEDICAL ASSOCIATION INC
521124289	NEW JERSEY ASSOC FOR HEALTH PHYS ED RECREATION AND DANCE
521125164	NATIONAL ASSOCIATION OF INDEPENDENT COLLEGES AND UNIVERSITIES
521125663	UNIVERSITY OF MARYLAND FOUNDATION INC
521127260	CAROLYN BOONE LEWIS HEALTH CARE CENTER
521127396	SALISBURY UNIVERSITY FOUNDATION INC
521131193	CHARLES REGIONAL MEDICAL CENTER AUXILIARY INC
521135713	DISTRICT OF COLUMBIA HOSPITAL ASSOCIATION
521136675	UNIVERSITY OF MARYLAND DIAGNOSTIC IMAGING SPECIALISTS PA
521138173	INSTITUTE FOR BEHAVIOR AND HEALTH
521138284	UNIVERSITY OF MARYLAND NEUROLOGY ASSOCIATES PA
521141540	UNIVERSITY OF MARYLAND ALUMNI ASSOCIATION-INTERNATIONAL INC
521143423	EASTERN ASSOCIATION OF COLLEGE AND UNIVERSITY BUSINESS OFFICERS
521147591	NATIONAL BUSINESS GROUP ON HEALTH
521152624	UNIVERSITY OF DC FOUNDATION INC
521158708	TEAMSTERS LOCAL 922 - EMPLOYERS HEALTH TRUST
521161806	MEDICAL SOCIETYANDALLIANCE FOUNDATION INC
521162229	AMERICAN COLLEGE OF VETERINARY PREVENTIVE MEDICINE
521164513	HOSPICE OF FREDERICK COUNTY INC
521170350	AMERICAN MENTAL HEALTH COUNSELORS ASSOCI
521170366	AMERICAN COLLEGE PERSONNEL ASSOCIATION
521170825	GEORGETOWN UNIVERSITY ALUMNI ASSOCIATION
521175337	UNIVERSITY OF MARYLAND MIDTOWN HEALTH INC
521176297	BRUNSWICK MEDICAL CENTER INC
521182593	UNIVERSITY OF MARYLAND PEDIATRIC ASSOCIATES PA
521183533	WESTERN MARYLAND AREA HEALTH EDUCATION CENTER INC DBA AHEC WEST
521188938	FRIENDS OF THE UNIVERSITY OF OTTAWA
521190176	MEDICAL STAFF OF PRINCE GEORGES GENERAL HOSPITAL AND MEDICAL CENTER
521200913	VIRGINIA WESTERN COMMUNITY COLLEGE EDUCATIONAL FOUNDATION INC
521203686	NEW RIVER COMMUNITY COLLEGE EDUCATIONAL FOUNDATON INC
521209127	NATIONAL ASSOCIATION OF COLLEGE AND UNIVERSITY ATTORNEYS
521212803	CHESAPEAKE AREA SOCIETY OF HEALTHCARE ENGINEERING INC
521215685	MENTAL HEALTH ASSOCIATION OF FAUQUIER COUNTY INC
521216429	SHADY GROVE ADVENTIST HOSPITAL FOUNDATION INC
521217056	TIDEWATER COMMUNITY COLLEGE EDUCATIONAL FOUNDATION INC
521217532	THOMAS NELSON COMMUNITY COLLEGE EDUCATIONAL FOUNDATION INC
521218749	UNIVERSITY RESEARCH FOUNDATION INC
521225612	SMITHSBURG EMERGENCY MEDICAL SERVICES INC
521227790	FLORIDA ASSOCIATION HEALTH OCCUPATION STUDENTS OF AMERICA INC
521227844	HEALTH OCCUPATIONS STUDENTS OF NC
521227856	HEALTH OCCUPATIONS STUDENTS OF IN ASSN OF HEALTH OCCUPATIONS STUD
521231768	FREDERICK COMMUNITY COLLEGE FOUNDATION INC
521232569	JOHNS HOPKINS MEDICAL SERVICES CORPORATION
521234495	INTEGRACE HEALTH INC
521236600	AMERICAS ESSENTIAL HOSPITALS
521237297	PUBLIC HEALTH FOUNDATION
521238450	SOUTHSIDE VIRGINIA COMMUNITY COLLEGE FOUNDATION INC
521240061	LIFE AND HEALTH INSURANCE GUARANTY CORPORATION
521241773	PIEDMONT VIRGINIA COMMUNITY COLLEGE EDUCATIONAL FOUNDATION
521241835	RIVERSIDE HEALTHCARE ASSOCIATION INC
521247182	COUNCIL FOR CHRISTIAN COLLEGES AND UNIVERSITIES
521253524	MARYLAND MEDICAL GROUP MANAGEMENT ASSOCIATION INC
521253647	NATIONAL AUTOMOBILE DEALERS ASSOCIATION EMPLOYEE HEALTH BENEFIT PLAN
521256116	B-K HEALTH CENTER INC
521259270	AMERICAN PODIATRIC MEDICAL STUDENTS ASSOCIATION INC
521260918	ACADEMYHEALTH
521264019	WOR-WIC COMMUNITY COLLEGE FOUNDATION INC
521266476	UNIVERSITY OF MARYLAND RADIATION ONCOLOGY ASSOCIATES PA
521266622	JUSTICE OCCUPATIONAL HEALTH ORGANIZATION US DEPT OF JUSTICE
521267008	MONTGOMERY COLLEGE FOUNDATION INC
521268692	NATIONAL DEFENSE UNIVERSITY FOUNDATION INC
521268752	AMERICAN PODIATRIC MEDICAL ASSOCIATION EDUCATIONAL FOUNDATION INC
521270802	GARRETT COMMUNITY COLLEGE FOUNDATIONINC ATTN CHERIE KRUG
521271901	SENTARA HEALTHCARE
521272329	HOWARD COMMUNITY COLLEGE EDUCATIONAL FOUNDATION INC
521273592	LIFENET HEALTH
521273802	COUNCIL OF COLLEGES OF ACUPUNCTURE AND ORIENTAL MEDICINE
521274266	UNIVERSITY OF MARYLAND FAMILY MEDICINE ASSOCIATES PA
521275583	PROVIDENCE HEALTH FOUNDATION INC
521275587	PROVIDENCE HEALTH SERVICES INC
521282080	MEMORIAL HOSPITAL FOUNDATION INC
521284147	HEALTH OCCUPATIONS STUDENTS OF SOUTH CAROLINA
521284148	HEALTH OCCUPATIONS STUDENTS OF AMERICA
521284406	FOUNDATION OF THE HOSPITALITY SALES AND MARKETING ASSOCIATION INTL
521284733	CATHOLIC UNIVERSITY OF AMERICA FOUNDATION
521289373	AMERICAN COLLEGE OF PHYSICIANS GEORGIA CHAPTER
521289396	NEW YORK CHAPTER AMERICAN COLLEGE OF PHYSICIANS INC
521292530	HEALTHY TEEN NETWORK
521296839	BRIDGEWATER HEALTHCARE INC
521296840	BRIDGEWATER HEALTHCARE FOUNDATION INC
521297269	UNIVERSITY OF MARYLAND PATHOLOGY ASSOCIATES PA
521299547	PRINCE GEORGE HOSPITAL CENTER FOUNDATION
521299563	UNIVERSITY OF MARYLAND FACULTY PHYSICIANS INC
521301088	BON SECOURS MERCY HEALTH INC
521308479	ALLEGANY COLLEGE OF MARYLAND FOUNDATION INC
521310095	KEY POINT HEALTH SERVICES INC
521320813	MEDICAL STAFF PENINSULA REGIONAL MEDICAL CENTER
521331298	ANNE ARUNDEL MEDICAL CENTER FOUNDATION INC
521338861	CHESTER RIVER HEALTH FOUNDATION INC
521341429	COMMUNITY BEHAVIORAL HEALTH ASSOCIATION OF MARYLAND INC
521344933	MID-ATLANTIC ASSOCIATION OF COMMUNITY HEALTH CENTERS INC
521347407	ADVENTIST HEALTH MID-AMERICA INC
521349560	NEW RIVER VALLEY HEALTH FOUNDATION
521351752	ADVENT SENIOR HOUSING INC CO HOUSING HEALTH SVCS
521351822	AUX TO SENTARA VA BEACH GENERAL HOSPITAL
521357729	VALLEY HEALTH SYSTEM
521358241	BALTIMORE MEDICAL SYSTEM INC
521359540	BLACK MENTAL HEALTH ALLIANCE FOR EDUCATION AND CONSULTATION INC
521360375	PEMBROKE COLLEGE FOUNDATION INC
521360807	UNIFORMED SERVICES UNIVERSITY ALUMNI ASSOCIATION
521361023	BALTIMORE CITY COMMUNITY COLLEGE FOUNDATION INC
521374161	MERCY MEDICAL ANGELS
521384781	DISTRICT OF COLUMBIA BEHAVIORAL HEALTH ASSOCIATION
521387032	ROLAND PARK PLACE HEALTH CARE CORPORATION
521389646	JOHN TYLER COMMUNITY COLLEGE FOUNDATION INC
521394768	MEDICAL SOCIETY OF VIRGINIA FOUNDATION
521398507	UPPER CHESAPEAKE HEALTH FOUNDATION INC
521398513	UNIVERSITY OF MARYLAND UPPER CHESAPEAKE HEALTH SYSTEM INC
521402373	LIFEBRIDGE HEALTH INC
521403415	UNIVERSITY OF MARYLAND EMERGENCY MEDICINE ASSOCIATES PA
521405983	BROADMEAD MEDICAL SERVICES INC
521413360	GREATER BALTIMORE MEDICAL CENTER LAND CORPORATION
521414564	CHARLES REGIONAL MEDICAL CENTER FOUNDATION INC
521425268	HEALTHCARE COUNCIL OF THE NATIONAL CAPIT
521426663	NATIONAL ASSOCIATION OF COUNTY AND CITY HEALTH OFFICALS
521429938	PRINCE GEORGES COMMUNITY COLLEGE FOUNDATION INC
521431640	ASSOCIATION OF MINORITY HEALTH PROFESSIONS SCHOOLS INC
521439977	AMERICAN HOLISTIC VETERINARY MEDICAL ASSOCIATION INC
521442672	FORRESTAL OCCUPATIONAL HEALTH ORGANIZATION
521450142	SIBLEY SUBURBAN HOME HEALTH AGENCY POTOMAC HOME HEALTH CARE
521457251	YORK CROSS OF HONOUR MEDICAL RESEARCH FOUNDATION
521458516	MEDSTAR VNA HEALTHCARE INC
521465301	JOHNS HOPKINS HEALTH SYSTEM CORPORATION
521466387	HINSDALE HOSPITAL FOUNDATION
521466749	SHEET METAL WORKERS NATIONAL HEALTH FUND
521467734	ANNE ARUNDEL HEALTH CARE SERVICES INC
521473117	NATIONAL HEALTH CARE ANTI-FRAUD ASSOCIATION
521479538	CHRISTIANA CARE HEALTH SYSTEM INC
521479559	ASSN OF ADMIN OF INTERSTATE COMPACT ON ADOPTION AND MEDICAL ASSISTANCE
521481002	GLASS MENTAL HEALTH FOUNDATION INC
521483174	MEDICAL TECHNOLOGY AND PRACTICE PATTERNS INSTITUTE
521484872	GBMC HEALTHCARE INC
521485477	HEALTH VOLUNTEERS OVERSEAS INC
521487952	ADVENTURES IN HEALTH EDUCATION AND AGRICULTURAL DEVELOPMENT INC
521492039	DAVID A WINSTON HEALTH POLICY FELLOWSHIP
521499338	HARFORD-BELAIR COMMUNITY MENTAL HEALTH CENTER INC
521501734	UPPER CHESAPEAKE MEDICAL SERVICES INC
521503236	WORLD ASSN FOR INFANT MENTAL HEALTH
521510269	CARE HEALTH SERVICES INC
521516829	TRI-STATE COMMUNITY HEALTH CENTER
521519025	BEHAVORIAL HEALTH SYSTEMS BALTIMORE
521529448	ASSOCIATION OF MATERNAL AND CHILD HEALTH PROGRAMS
521535611	ESSENTIAL HOSPITALS INSTITUTE
521538513	BON SECOURS HAMPTON ROADS HEALTH SYSTEM INC
521542230	HH MEDSTAR HEALTH INC
521555346	MARYLAND BIBLE COLLEGE AND SEMINARY INC
521556535	METRO HEALTH INC
521557551	UNIVERSITY OF MARYLAND SURGICAL ASSOCIATES PA
521558022	NATIONAL ASSOCIATION OF HEALTH AND EDUCATIONAL FACILITIES FINANCE AUTH
521561768	CONWAY REGIONAL HOSPITAL EMPLOYEES MEDICAL TRUST
521563768	NATIONAL ASSOCIATION OF HEALTH DATA ORGANIZATIONS
521569286	LABORERS HEALTH AND SAFETY FUND OF NORTH AMERICA
521572431	UNITY HEALTH CARE INC
521573446	AMERICAN INDIAN COLLEGE FUND
521576404	HEALTH CARE FOR THE HOMELESS INC
521576648	EVMS ACADEMIC PHYSICIANS AND SURGEONS HEALTH SERVICES FOUNDATION
521576801	CENTER FOR HEALTH POLICY DEVELOPMENT
521577660	UNIVERSITY OF VIRGINIA LAW SCHOOL ALUMNI ASSOCIATION
521587996	HUDSON HEALTH SERVICES INC
521591381	ASSOCIATION OF REPRODUCTIVE HEALTH PROFESSIONALS INC
521594300	HEALTHCARE AFFILIATES INC DBA THE MANOR
521596191	UNIVERSITY OF STRATHCLYDE USA FOUNDATION
521598921	COLLEGEBOUND FOUNDATION INC
521601994	LABORERS NATIONAL HEALTH AND WELFARE FUND
521615853	AMERICAN MEDICAL INFORMATICS ASSOCIATION
521619682	CHILDRENS HOUSE AT JOHNS HOPKINS HOSPITAL INC
521620737	FEDERATION OF PODIATRIC MEDICAL BOARDS
521622253	ANNE ARUNDEL HEALTH SYSTEM INC
521624846	NATIONAL WOMENS HEALTH RESOURCE CENTER INC DBA HEALTHYWOMEN
521630673	UNIVERSITY OF MARYLAND ALUMNI ASSOCIATION
521633485	MARYLAND PODIATRIC MEDICAL ASSOCIATION CO RICHARD BLOCH THE ADAMS BLDG
521635738	HARFORD COMMUNITY COLLEGE FOUNDATION INC
521636891	OSHER LIFELONG LEARNING INSTITUTE AT AMERICAN UNIVERSITY
521638592	CHASE BREXTON HEALTH SERVICES INC
521640399	CHILDRENS HOSPITAL SELF-INSURANCE TRUST
521640402	CHILDRENS HOSPITAL FOUNDATION
521640403	CHILDRENS NATIONAL MEDICAL CENTER
521654821	NORTH AMERICAN FOUNDATION FOR THE UNIVERSITY OF LEEDS INC
521656495	FRIENDS OF CATHOLIC UNIVERSITY IN CHILE INC
521666701	CENTER FOR GENETICS NUTRITION AND HEALTH
521671408	NATIONAL FEDERATION OF FAMILIES FOR CHILDRENS MENTAL HEALTH INC
521677531	HEALTHCARE COMPLIANCE PACKAGING COUNCIL
521680647	CALVERTHEALTH FOUNDATION INC
521681044	UNIVERSITY OF MARYLAND ST JOSEPH FOUNDATION INC
521684334	JOHNS HOPKINS HOME HEALTH SERVICES INC
521687849	NATIONAL COALITION ON HEALTH CARE
521689601	HAGERSTOWN COMMUNITY COLLEGE ALUMNI ASSOCIATION INC
521689627	WASHINGTON COUNTY MENTAL HEALTH AUTHORITY INC
521692158	WASHINGTON ADVENTIST HOSPITAL FOUNDATION INC
521694523	BALTIMORE HEALTHY START INC
521694732	SOCIETY FOR WOMENS HEALTH RESEARCH
521699732	HEALTHCARE SUPPLY CHAIN ASSOCIATION
521703242	DORCHESTER GENERAL HOSPITAL FOUNDATION INC
521708643	CENTER FOR COMMUNICATIONS HEALTH
521711309	CHESAPEAKE HEALTH EDUCATION PROGRAM
521711352	HEALTHY BABIES PROJECT INC
521711982	AMERICANS FOR MEDICAL PROGRESS EDUCATIONAL FOUNDATION
521712338	DOCTORS COMMUNITY HOSPITAL FOUNDATION INC
521714096	COMMISSION ON ACCREDITATION OF MEDICAL TRANSPORT SYSTEMS
521720876	FIRST GENERATION COLLEGE BOUND INC
521721115	NATIONAL COUNCIL OF UNIVERSITY RESEARCH ADMINISTRATORS
521722088	ANNE ARUNDEL GENERAL TREATMENT SERVICES INC
521726248	UNIVERSITY OF MARYLAND DERMATOLOGISTS PA
521745846	UERMMMC MEDICAL ALUMNI ASSOCIATION OF AMERICA INC
521746232	AMERICAN COLLEGE HEALTH FOUNDATION
521746328	ALLIANCE FOR HEALTH POLICY
521750670	COMMUNITY HEALTH FACILITIES FUND INC
521752451	ASSOCIATION OF INDEPENDENT COLLEGES OF ART AND DESIGN INC
521752472	INTERFAITH HOSPITALITY NETWORK OF SOMERSET COUNTY INC
521758795	HILLEL OF ITHACA COLLEGE
521759771	AMERICAN COLLEGE OF BANKRUPTCY
521761312	COLLEGE BOUND INC
521765254	WOMENS COLLEGE COALITION INC
521765607	HEALTH SHARE OF ST MARYS INC
521767044	HEALTH PARTNERS INC
521771615	WILSON HEALTH FOUNDATION
521773753	AMERICAN INTERNATIONAL HEALTH ALLIANCE INC
521774227	AMERICAN COLLEGE OF MEDICAL GENETICS AND GENOMICS
521774900	MARYLAND ASSOCIATION OF COMMUNITY COLLEGES
521775682	NORTH AMERICAN FOUNDATION FOR THE UNIVERSITY OF DURHAM INC
521786577	GREEN AND HEALTHY HOMES INITIATIVE INC
521787372	ACADEMY OF COMMUNICATION IN HEALTHCARE INC
521788738	ASSOCIATION OF WOMENS HEALTH OBSTETRIC AND NEONATAL NURSES
521790848	ASSOCIATION OF STATE AND TERRITORIAL PUBLIC HEALTH NUTRITION DIRECTORS
521792579	NATIONAL CENTER FOR HEALTHY HOUSING INC
521794552	UNION HOSPITAL OF CECIL COUNTY FOUNDATION INC
521794553	UNION HOSPITAL OF CECIL COUNTY HEALTH SERVICES INC
521794697	AFFINITY HEALTH ALLIANCE INC
521797845	NATIONAL ASSOCIATION FOR CHILDRENS BEHAVIORAL HEALTH
521799945	UNIVERSITY CLUB FOUNDATION INC
521800436	ASSOCIATION OF PUBLIC HEALTH LABORATORIES INC
521800457	CHILDRENS HEALTH BOARD
521801200	MENTAL HEALTH CENTER OF WESTERN MARYLAND INC
521802000	MEDICAL DEVICE MANUFACTURERS ASSOCIATION
521802057	UNIVERSITY OF EDINBURGH USA DEVELOPMENT TRUST INC
521802508	DISTRICT OF COLUMBIA LIFE AND HEALTH INSUR
521813656	BALTIMORE WASHINGTON MED CTR FOUNDATION
521814579	SUMMIT HEALTH-VIRTUA INC
521815234	PARTNERSHIP FOR MATERNAL AND CHILD HEALTH OF NORTHERN NEW JERSEY INC
521815293	MID SHORE BEHAVIORAL HEALTH INC
521828939	ACCREDITATION ALLIANCE OF CAREER SCHOOLS AND COLLEGES
521829463	ACCREDITING COUNCIL FOR INDEPENDENT COLLEGES AND SCHOOLS
521830242	UNIVERSITY OF MARYLAND BALTIMORE WASHINGTON MEDICAL SYSTEM INC
521830243	BALTIMORE WASHINGTON HEALTHCARE SERVICES INC
521851935	PENINSULA REGIONAL MEDICAL CENTER FOUNDATION INC
521852628	HEALTH OUTREACH PARTNERS
521855419	MENS HEALTH NETWORK
521859814	MONTSERRAT COLLEGE OF ART INC
521860526	MEDICAL STAFF OF COOPER HOSPITAL
521862406	HEALTH SERVICES FOR CHILDREN WITH SPECIAL NEEDS INC
521863202	ASBESTOS WORKERS LOCAL UNION NO 80 SUPPLEMENTAL MEDICAL PLAN
521867830	AMIE INC CO MORGAN STATE UNIVERSITY SCHOOL OF EN
521874111	UNIVERSITY OF MARYLAND COMMUNITY MEDICAL GROUP INC
521877006	RENAISSANCE MEDICAL GROUP INC
521881240	ANNE ARUNDEL COUNTY MENTAL HEALTH AGENCY INC
521881508	CONGRESSIONAL EDUCATION FOUNDATION CO SHEPHERD UNIVERSITY FOUNDATION
521884446	NATIONAL HISPANIC MEDICAL ASSOCIATION
521886179	CARROLL COMMUNITY COLLEGE FOUNDATION INC
521889144	NTCA REGIONAL RETIREE MEDICAL FUNDING TRUST II CO NATL TELECOMMUN COOP ASSOC
521891734	NATIONAL LATINA INSTITUTE FOR REPRODUCTIVE HEALTH
521892948	AMERICAN COLLEGE PERSONNEL ASSOCIATION EDUCATIONAL LEADERSHIP FOUNDATION
521900080	MARYLAND HEALTH CARE PRODUCT DEVELOPMENT CORPORATION
521902711	DIMENSIONS HEALTHCARE ASSOCIATES INC
521903777	AMERICAN FRIENDS OF RABIN MEDICAL CENTER
521904610	LIFE AND HEALTH INSURANCE FOUNDATION FOR EDUCATION
521908293	UNIVERSITY OF MARYLAND ORAL MAXILLOFACIAL SURGERY ASSOCIATES
521911622	UBCJ OF AMERICA GENERAL OFFICE AND STAFF HEALTH AND WELFARE PLAN
521913682	JUNIOR AUXILIARY BOARD OF PENINSULA REGIONAL MEDICAL CENTER INC
521931151	SUBURBANNRH MEDICAL REHABILITATION INC
521937648	UNIVERSITY CONSORTIUM FOR GEOGRAPHIC INFORMATION SCIENCE
521939967	COUNCIL OF UNIVERSITY CHAIRS OF OBSTETRICS AND GYNECOLOGY
521943698	GOVERNMENT AFFAIRS INSTITUTE AT GEORGETOWN UNIVERSITY
521945674	ASSOCIATION OF AMERICAN COLLEGES AND UNIVERSITIES
521949649	UNIVERSITY OF MARYLAND ONCOLOGY ASSOCIATES PA
521950127	CENTER FOR TELEHEALTH AND E-HEALTH LAW
521951740	CHESAPEAKE-POTOMAC HOME HEALTH AGENCY INC
521959111	MENTAL HEALTH MANAGEMENT AGENCY OF FREDERICK COUNTY INC
521960422	US FOUNDATION FOR QUEENS UNIVERSITY AT KINGSTON
521967676	MARYLAND RURAL HEALTH ASSOCIATION
521967849	COLLEGE OF LABOR AND EMPLOYMENT LAWYERS
521969140	COMMUNITY HEALTH CENTER AT PAROLE INC
521970455	CARLETON UNIVERSITY FOUNDATION U S
521970587	UNIVERSITY OF ABERDEEN FOUNDATIONINC
521980510	MEDSTAR HEALTH INFUSION INC
521986675	FOUNDATION FOR THE NATIONAL INSTITUTES OF HEALTH INC
521987010	CHENANGO HEALTH NETWORK INC
521987075	EASTERN SHORE AREA HEALTH EDUCATION CENTER INC
521988421	BON SECOURS RICHMOND HEALTH SYSTEM INC
521996408	HOSPITALITY HIGH SCHOOL OF WASHINGTON DC A PUBLIC CHARTER SCHOOL
522001419	INSULATORS LOCAL 45 HEALTH CARE PLAN
522004514	UNIVERSITY OF MARYLAND NEUROSURGERY ASSOCIATES PA
522007028	COLLEGE SUMMIT INC
522017095	HEALTHCARE ACCESS MARYLAND INC
522019696	SUBURBAN HOSPITAL FOUNDATION INC
522027415	DELAWARE COLLEGE OF ART AND DESIGN
522035053	AMERICAN POSTAL WORKERS UNION AFL-CIO HEALTH PLAN HEALTH AND WELFARE TRUST AGREEMENT
522040394	SHEET METAL WORKERS INTERNATIONAL ASSN OFFICE EMPLOYEES RETIREE HEALTH FUND
