EIN	Name	TotalFunctionalExpenses
431656689	COX-MONETT HOSPITAL INC	43494427
431704371	FREEMAN HEALTH SYSTEM	513690534
431707306	Saint Lukes Hospital of Trenton	33653107
431735565	Saint Luke's Hospital of Chillicothe	55819396
431741457	PERRY COUNTY HEALTH SYSTEM	63516231
431747502	Saint Lukes Health System Inc	246121423
431767432	MERCY HOSPITAL LEBANON	84861909
431936696	MERCY HOSPITAL AURORA	22887733
431936699	MERCY HOSPITAL CASSVILLE	19278642
431960221	SALEM HEALTH WEST VALLEY	31583536
432007492	HOME & COMMUNITY SERVICES INC	47638968
432008974	Texas Health Presbyterian Hospital Denton	200140230
432040599	BENNETT COUNTY HOSPITAL AND NURSING HOME	10915748
436004544	PEMISCOT COUNTY MEMORIAL HOSPITAL	42298995
440537826	COMMUNITY HOSPITAL ASSOCIATION INC	22511120
440545289	Heartland Regional Medical Center	642026292
440545297	St Lukes Hospital of Kansas City	843959723
440546366	CAPITAL REGION MEDICAL CENTER	210537824
440552485	MERCY HOSPITAL SPRINGFIELD	882410177
440565393	Saint Lukes North Hospital	164684788
440577118	LESTER E COX MEDICAL CENTERS	1155222365
440579850	SSM Regional Health Services	188149445
440580870	Northwest Medical Center Association Inc	20839259
440584290	SKAGGS COMMUNITY HOSPITAL ASSOCIATION	186700032
440605373	The Children's Mercy Hospital	1419880405
440607149	MERCY ST FRANCIS HOSPITAL	15400419
440629397	CARROLL COUNTY MEMORIAL HOSPITAL	32281004
440655986	JOHN FITZGIBBON MEMORIAL HOSPITAL	56712161
440661018	TRUMAN MEDICAL CENTER INCORPORATED	627163363
440668347	Cameron Regional Medical Center	60923857
446005758	OZARKS MEDICAL CENTER	195261714
450119890	NELSON COUNTY HEALTH SYSTEM-HOSPITAL	3563120
450222079	Jacobson Memorial Hospital Care Center	9345485
450226419	Good Samaritan Hospital Association	28428647
450226426	St Andrew's Hospital	10007117
450226429	ST JOSEPH'S HOSPITAL AND HEALTH CENTER	64729811
450226472	NORTHWOOD DEACONESS HEALTH CENTER	13603885
450226553	Mercy Hospital of Valley City	12322099
450226711	St Alexius Medical Center	332001822
450226729	St Aloisius Hospital	17784660
450227012	Mercy Hospital of Devils Lake	21834071
450227311	Carrington Health Center	14548213
450227391	Presentation Medical Center	11214626
450227752	Garrison Memorial Hospital	10652280
450227753	Cooperstown Medical Center	4637776
450231181	Lutheran Charity Association	52210427
450231183	MERCY MEDICAL CENTER	88188274
450231675	Oakes Community Hospital	11691859
450232743	PR Health Corporation	12075719
450233470	Banner Health	6040816623
450253272	LINTON HOSPITAL	8370222
450254692	St Lukes Hospital	10508198
450255914	Ashley Medical Center	8917465
450306787	CAVALIER COUNTY MEMORIAL HOSPITAL	8694763
450308379	Hazen Memorial Hospital Association	16586769
450308484	Tioga Medical Center	13015611
450310159	CHRISTIAN UNITY HOSPITAL CORPORATION	12448765
450310462	ALTRU HEALTH SYSTEM	586156708
450340688	WEST RIVER HEALTH SERVICES	26413099
450358986	WISHEK HOSPITAL CLINIC ASSOCIATION	7908210
450425948	Towner County Medical Center Inc	10866911
450447670	Mountrail County Medical Center	7827580
450458242	Southwest Healthcare Services	14917485
451027361	INTEGRIS HEALTH EDMOND INC	66978567
451257972	THREE RIVERS HEALTH SYSTEM INC	65349815
451502252	Texas Health Harris Methodist Hospital	107616791
452230827	Swisher Memorial Healthcare System	10418870
452438973	CENTRACARE HEALTH SYSTEM - SAUK CENTRE	32969960
452694620	TEXAS HEALTH HUGULEY INC	186273684
452696517	ARH MARY BRECKENRIDGE HEALTH SERVICE	75641221
452750258	EL CAMPO MEMORIAL HOSPITAL	30169305
452896080	BAPTIST MEDICAL CENTER - LEAKE INC	21865266
452964467	BON SECOURS CHARITY HEALTH SYSTEM AFFILIATED	598256961
452998842	MERCY HOSPITAL LOGAN COUNTY INC	20902407
453072990	TIFT REGIONAL HEALTH SYSTEM INC	257448486
453215312	PORTSMOUTH HOSPITAL CORPORATION	21777597
453220509	Reedley Community Hospital	161249435
453576100	MCLEOD LORIS SEACOAST HOSPITAL	145641449
453765471	The Medical Center of Peach County Inc	19993324
453791176	Sanford Group Return	3811087565
453808607	MERCY HOSPITAL CARTHAGE	48313892
453957368	POLK MEDICAL CENTER INC	24659309
454165628	United Hospital District Inc	36455306
454166209	UNIVERSITY MCDUFFIE COUNTY REGIONAL	24290291
454243702	StVincent Fishers Hospital Inc	51254885
454394739	ST LUKE'S HOSPITAL ANDERSON CAMPUS	216814125
454475683	Genesis Medical Center Aledo	16333940
454510252	Baylor Medical Center at Carrollton	106286445
454551946	TETON VALLEY HEALTH CARE INC	18909306
455023260	PARK NICOLLET GROUP RETURN	1489539020
455055149	St Anthony Shawnee Hospital Inc	133550734
455199762	MERCY HOSPITAL WATONGA INC	8602246
455563741	WENATCHEE VALLEY HOSPITAL	383361176
456013474	PEMBINA COUNTY MEMORIAL HOSPITAL	16802222
460219795	COMMUNITY MEMORIAL HOSPITAL INC	5065480
460224598	Avera St Luke's	198053977
460224604	Avera Queen of Peace Hospital	118035616
460224743	AVERA MCKENNAN	1014434772
460225414	ST MICHAEL'S HOSPITAL INC	9060276
460225483	Sacred Heart Health Services	132838776
460226283	WAGNER COMMUNITY MEMORIAL HOSPITAL	10058924
460226738	St Benedict Health Center	22526002
460228038	MADISON COMMUNITY HOSPITAL	29485545
460230199	St Mary's Healthcare Center	96503701
460232450	FREEMAN REGIONAL HEALTH SERVICES	11532635
460233030	CHILDREN'S CARE HOSPITAL AND SCHOOL	29135491
460234354	Gettysburg Medical Center	7768188
460239781	PLATTE COMMUNITY MEMORIAL HOSPITAL INC	14204774
460246437	EUREKA COMMUNITY HEALTH SERVICES	4214908
460255944	MOBRIDGE REGIONAL HOSPITAL	22767298
460260288	PIONEER MEMORIAL HOSPITAL AND	10761893
460274380	WINNER REGIONAL HEALTHCARE CENTER	25568519
460278210	COTEAU DES PRAIRIES HOSPITAL	19866626
460319070	Monument Health Rapid City Hospital Inc	758753926
460345312	HURON REGIONAL MEDICAL CENTER INC	38601752
460360899	Monument Health Network Inc	166735937
460361016	PHILIP HEALTH SERVICES INC	12835649
460380552	MARSHALL COUNTY MEMORIAL HOSPITAL	8349693
460391067	PRAIRIE LAKES HEALTH CARE SYSTEM INC	100777376
460400557	DOUGLAS COUNTY MEMORIAL HOSPITAL	9959730
460450523	FALL RIVER HEALTH SERVICES	22103820
460517825	Renown South Meadows Medical Center	129631476
460543230	LMW HEALTHCARE INC	72976958
460726303	MEDSTAR SOUTHERN MD HOSPITAL CENTER INC	246795133
460877261	STVINCENT ANDERSON REGIONAL HOSPITAL INC	177095090
461285811	Jones County Regional Healthcare System	8791081
461340679	DUKE QUALITY NETWORK INC	0
461393755	TRIHEALTH HOSPITAL INC	57073060
461523194	St Vincent's Medical Center-Clay County Inc	102110020
461629800	CONWAY COMMUNITY SERVICES	77120875
462097818	UMSJ Health System LLC	419608955
462288155	MERCY HOSPITAL ADA INC	105181798
462605366	UNIVERSITY HOSPITAL & CLINICS INC	195387765
462916938	MONTEFIORE MOUNT VERNON HOSPITAL	93835121
462931956	MONTEFIORE NEW ROCHELLE HOSPITAL	174110930
463053684	Continuecare Hospital of Midland Inc	2619442
463123178	OUR LADY OF THE ANGELS HOSPITAL INC	65622872
463214504	LOMA LINDA UNIVERSITY CHILDREN'S	435871201
463433074	MERCY HOSPITAL KINGFISHER INC	13971915
463607347	ContinueCare Hospital at Hendrick Medical	8417906
463725132	VOA REHABILITATION CENTERS INC	8262838
463851119	MERCY HOSPITAL BOONEVILLE	17152178
464007700	Scott & White Hospital-Marble Falls	81189040
464088182	MIDMICHIGAN MEDICAL CENTER-WEST BRANCH	55897768
464249555	GOUVERNEUR HOSPITAL	23892821
464420358	Claiborne Medical Center	31979108
464958152	ACADIA GENERAL HOSPITAL INC	44847430
465032999	ContinueCare Hospital at Baptist Health	9886805
465033192	ContinueCare Hospital at Baptist Health	6799733
465143606	ST LUKE'S HOSPITAL MONROE CAMPUS	151195438
465322209	Port City Operating Company LLC	573778984
465338502	ALBERT EINSTEIN HEALTHCARE NETWORK GROUP	1348742114
466015787	LANDMANN-JUNGMAN MEMORIAL HOSPITAL	5039021
470366569	HENDERSON HEALTH CARE SERVICES INC	12780024
470375220	MEMORIAL HEALTH CARE SYSTEMS	32901899
470376552	BRYAN MEDICAL CENTER	593866326
470376601	Saint Francis Medical Center	147665215
470376604	NEBRASKA METHODIST HOSPITAL	503421969
470376606	FATHER FLANAGAN'S BOYS' HOME	299020137
470376615	ALEGENT HEALTH - IMMANUEL MEDICAL CENTER	167341955
470378779	THE MARY LANNING MEMORIAL	179472419
470379039	YORK GENERAL HEALTH CARE SERVICES	46007305
470379754	Children's Hospital & Medical Center	389232682
470379755	GOOD SAMARITAN HOSPITAL	166718478
470379834	BEATRICE COMMUNITY HOSPITAL & HEALTH CENTER	86381534
470379836	Saint Elizabeth Regional Medical Center	180524118
470385129	REGIONAL WEST MEDICAL CENTER	248863154
470388012	BRODSTONE MEMORIAL HOSPITAL	28187634
470393176	ANTELOPE MEMORIAL HOSPITAL	14634213
470399853	ALEGENT HEALTH-MEMORIAL HOSPITAL SCHUYLER	10924809
470408242	CHEYENNE COUNTY HOSPITAL	55804807
470421272	COMMUNITY MEDICAL CENTER INC	27226080
470426285	Memorial Community Hospital	33057076
470426530	JENNIE M MELHAM MEMORIAL MEDICAL	16488109
470439599	MADONNA REHABILITATION HOSPITAL	158241784
470443636	St Mary's Community Hospital	30098084
470461859	MEMORIAL COMMUNITY HEALTH INC	24657655
470463911	Avera St Anthony's Hospital	37623967
470468078	JEFFERSON COMMUNITY HEALTH CENTER INC	22709167
470481628	PHELPS MEMORIAL HEALTH CENTER	52781586
470482234	CHADRON COMMUNITY HOSPITAL CORPORATION	26450824
470484764	ALEGENT HEALTH - BERGAN MERCY HEALTH	545587465
470486026	FRANCISCAN CARE SERVICES INC	47809781
470533373	COMMUNITY HOSPITAL ASSOCIATION OF MCCOOK	48313388
470537192	NIOBRARA VALLEY HOSPITAL	2651489
470542043	Columbus Community Hospital Inc	94969047
470544098	WEST HOLT MEMORIAL HOSPITAL	12498357
470566524	PROVIDENCE MEDICAL CENTER	22847288
470662290	NORTH PLATTE NEBRASKA HOSPITAL CORP	204463148
470757164	ALEGENT CREIGHTON HEALTH	571339942
470796875	FAITH REGIONAL HEALTH SERVICES	221561977
470841285	CRETE AREA MEDICAL CENTER	24066878
471087427	COXHEALTH	22372144
471156297	MUNSON HEALTHCARE CADILLAC	104010531
471161992	MUNSON HEALTHCARE GRAYLING	93359117
471753440	PARKVIEW WABASH HOSPITAL INC	59864287
472219204	MERCY HOSPITAL LINCOLN	42248218
472367677	LAKELAND COMMUNITY HOSPITAL INC	17346177
472540179	KAPLAN GENERAL HOSPITAL	18122244
473035370	HACIENDA CHILDRENS HOSPITAL INC	7587106
473448483	BENEFIS COMMUNITY HOSPITALS INC	7314796
473539943	Continuecare Hospital at Odessa Inc	10330382
473712858	MCLEOD HEALTH CHERAW	40165350
473752176	ST MARY'S SACRED HEART HOSPITAL INC	40182812
473793197	Southeast Volusia Healthcare Corporation	115481161
473825106	FRANCISCAN HEALTH RENSSELAER INC	35469675
473869194	Albany Medical Center Group	1972024563
473884840	TGCH Inc	22843231
474063046	Saint Thomas Regional Hospitals	90321023
474196634	SSM-SLUH Inc	544129288
474393589	EFFINGHAM HOSPITAL INC	68672924
474572658	NESS HEALTHCARE NFP	24298805
474717998	Bozeman Health Deaconess Hospital	312068967
474837308	OCH HOLDINGS	37927443
474914917	PRISMA HEALTH TUOMEY	222920561
475348597	TANNER MEDICAL CENTER ALABAMA INC	13015011
475387418	BARTOW REGIONAL MEDICAL CENTER INC	69444726
475437700	PIONEER MEDICAL CENTER	9864571
475676956	JOHNSON MEMORIAL HOSPITAL INC	72129373
476028103	Cambridge Memorial Hospital Inc	23936313
480543721	St Catherine Hospital	146144498
480543778	ASCENSION VIA CHRISTI HOSPITAL PITTSBURG INC	92713172
480543789	STORMONT-VAIL HEALTHCARE INC	733991955
480543792	Saint Lukes Cushing Hospital Inc	42855666
480545183	Lindsborg Community Hospital Association	11310579
480545923	Cloud County Health Center Inc	16842407
480561974	ATCHISON HOSPITAL ASSOCIATION	44801740
480576039	Clara Barton Hospital Association Inc	25745936
480577658	HIAWATHA HOSPITAL ASSOCIATION INC	28234108
480577664	Olathe Medical Center Inc	252132147
480581968	SUSAN B ALLEN MEMORIAL HOSPITAL	55689130
480630224	COMMUNITY MEMORIAL HEALTHCARE INC	23486135
480637331	SHAWNEE MISSION MEDICAL CENTER INC	468960126
480642318	PRAIRIE VIEW INC	19756183
480663711	MERCY HOSPITAL INC	3571693
480684878	Southwest Medical Center	58213501
480761700	NINNESCAH VALLEY HEALTH SYSTEMS INC	11644216
480764456	Nemaha Valley Community Hospital	17349774
480774005	HUTCHINSON REGIONAL MEDICAL CENTER INC	165368519
480799105	McPherson Hospital Inc	32386819
480892178	CITIZENS MEDICAL CENTER INC	41189664
480956045	MERCY KANSAS COMMUNITIES	40226088
480958974	ASCENSION VIA CHRISTI HEALTH PARTNERS INC	21116270
481020227	Community HealthCare System Inc	37031453
481040759	NEWTON HEALTHCARE CORPORATION	86121939
481058737	PRATT REGIONAL MEDICAL CENTER CORPORATION	55597904
481155548	MIAMI COUNTY MEDICAL CENTER INC	28296158
481158274	ASCENSION VIA CHRISTI REHABILITATION HOSPITAL INC	21304834
481169103	Salina Regional Health Center Inc	292862551
481172106	ASCENSION VIA CHRISTI HOSPITALS WICHITA INC	533215557
481178846	Coffeyville Regional Medical Center Inc	45354758
481186704	ASCENSION VIA CHRISTI HOSPITAL MANHATTAN INC	85621825
481203262	Saint Lukes South Hospital Inc	145638410
481226830	GREAT PLAINS OF SMITH CO INC	15812118
481226831	GREAT PLAINS OF CHEYENNE COUNTY INC	11860928
481226833	GREAT PLAINS OF KIOWA CO INC	9180590
481226856	GREAT PLAINS OF OTTAWA COUNTY INC	6676548
481226976	GREAT PLAINS OF ELLINWOOD INC	7024052
481226977	GREAT PLAINS OF REPUBLIC CO INC	13665453
481236156	GREAT PLAINS OF SABETHA INC	12944633
481253246	PAWNEE VALLEY COMMUNITY HOSPITAL INC	16018843
486005089	William Newton Memorial Hospital	38049168
486099245	Labette County Medical Center	73382126
510064318	Bayhealth Medical Center Inc	636827092
510064326	ST FRANCIS HOSPITAL INC	176771465
510067938	BEEBE MEDICAL CENTER INC	383265105
510069243	NANTICOKE MEMORIAL HOSPITAL INC	168065393
510103684	CHRISTIANA CARE HEALTH SERVICES INC	1912283277
510141601	SHEPHERD CENTER INC	215711380
510160156	Rehabilitation Hospital of the Pacific	52525971
510177273	THE CENTERS INC	27511593
510216586	PROVIDENCE HEALTH & SERVICES -	7130441417
510216587	PROVIDENCE HEALTH & SERVICES - OREGON	2693443804
510216589	PROVIDENCE HEALTH SYSTEM - SO	1453396745
510217097	Saint Anthony Hospital	143940329
510473471	MCLEOD MEDICAL CENTER DILLON	39620043
510603966	Takoma Regional Hospital Inc	73611899
520445374	Civista Medical Center Inc	141372078
520486540	SINAI HOSPITAL OF BALTIMORE INC	786049915
520491660	Harbor Hospital Inc	190874673
520591483	Mt Washington Pediatric Hospital Inc	62783590
520591484	Harford Memorial Hospital Inc	92798337
520591531	Western Maryland Health System Corp	323574068
520591555	Bon Secours Hospital Baltimore Inc	118823672
520591607	The Good Samaritan Hospital of Maryland Inc	262352547
520591612	Frederick Health Hospital Inc	356761336
520591628	Peninsula Regional Medical Center	460856568
520591639	James Lawrence Kernan Hospital Inc	113411416
520591656	THE JOHNS HOPKINS HOSPITAL	2439166806
520591657	St Agnes Healthcare Inc	428058474
520591658	MERCY MEDICAL CENTER	489260075
520591667	Maryland General Hospital Inc	236544082
520591684	SHEPPARD PRATT HEALTH SYSTEM INC	239616630
520591685	The Union Memorial Hospital	448354421
520607913	LEVINDALE HEBREW GERIATRIC CENTER	77314164
520607921	MCCREADY FOUNDATION INC	25840985
520607945	UNION HOSPITAL OF CECIL COUNTY INC	170271071
520607949	Meritus Medical Center Inc	411779989
520607971	KENNEDY KRIEGER CHILDREN'S HOSPITAL INC	172965045
520608007	Franklin Square Hospital Center INC	538278509
520610538	Shore Health System Inc	238638945
520610545	SUBURBAN HOSPITAL INC	297790018
520619000	CALVERTHEALTH MEDICAL CENTER INC	137396210
520619006	ST MARYS HOSPITAL OF ST MARYS COUNTY INC	159438605
520646893	MONTGOMERY GENERAL HOSPITAL INC	164887514
520679694	Chester River Hospital Center Inc	57808725
520689917	Baltimore Washington Medical Center Inc	382636322
520698850	BROOK LANE HEALTH SERVICES INC	22602802
520738041	HOLY CROSS HEALTH INC	580260596
520795508	APPALACHIAN REGIONAL HEALTHCARE	751727308
521169362	ANNE ARUNDEL MEDICAL CENTER INC	556693792
521253920	Upper Chesapeake Medical Center Inc	276653269
521272129	WASHINGTON HOSPITAL CENTER CORPORATION	1325106521
521277417	HOSPITAL FOR EXTENDED RECOVERY	9552241
521289729	Dimensions Health Corporation	412261329
521341890	JOHNS HOPKINS BAYVIEW	663742857
521362793	University of Maryland Medical System Corporation	1688804237
521369749	National Rehabilitation Hospital	145665664
521372665	NORTHWEST HOSPITAL CENTER INC	247649105
521452024	CARROLL HOSPITAL CENTER INC	221346422
521532556	ADVENTIST HEALTHCARE INC	697179188
521638026	DOCTORS HOSPITAL INC	224974702
521656507	ATLANTIC GENERAL HOSPITAL	134809053
521682858	FORT WASHINGTON MEDICAL CENTER	48682866
522093120	HOWARD COUNTY GENERAL HOSPITAL INC	263625728
522218584	THE MEDSTAR-GEORGETOWN MEDICAL CENTER INC	1083083845
522438452	West Kendall Baptist Hospital Inc	323527273
526049658	GREATER BALTIMORE MEDICAL CENTER INC	527519864
530196580	Children's Hospital	1159729900
530196602	LUCY WEBB HAYES NATIONAL TRAINING SCHOOL	361663234
530196636	Providence Hospital	160260062
530204670	The Hospital for Sick Children	37744065
530204707	THE HOWARD UNIVERSITY	966309000
540261840	MARTHA JEFFERSON HOSPITAL	307152202
540480606	Carilion Franklin Memorial Hospital	47558836
540505913	BATH COMMUNITY HOSPITAL	28702981
540505955	SHELTERING ARMS HOSPITAL	32722343
540505989	VIRGINIA HOSPITAL CENTER ARLINGTON	518281128
540506309	CRIPPLED CHILDREN'S HOSPITAL	32955789
540506321	CHILDREN'S HOSPITAL OF THE KING'S DAUGHTERS	429040214
540506331	SENTARA RMH MEDICAL CENTER	453999020
540506332	Carilion Medical Center	1382660716
540506463	Maryview Hospital	123484944
540525802	LOUDOUN HOSPITAL CENTER	305834940
540544705	Johnston Memorial Hospital Inc	136239301
540548200	Mary Immaculate Hospital	162757083
540549603	Carilion Giles Community Hospital	36056965
540551711	COMMUNITY MEMORIAL HOSPITAL	134706747
540553805	Carilion New River Valley Medical Center	211681591
540555201	SOUTHSIDE COMMUNITY HOSPITAL INC	78853305
540560500	SHORE HEALTH SERVICES INC	74760138
540566029	Norton Community Hospital	66674499
540566100	BEDFORD MEMORIAL HOSPITAL	44111198
540568001	Carilion Stonewall Jackson Hospital	42617790
540573701	FHI SERVICES	5329971
540620889	INOVA HEALTH CARE SERVICES	2893875679
540622371	CULPEPER MEMORIAL HOSPITAL INC	115357503
540647482	Bon Secours-Richmond Community Hospital	113696396
540648699	HALIFAX REGIONAL HOSPITAL INC	85389837
540696355	PRINCE WILLIAM HOSPITAL	255916424
540715569	CENTRA HEALTH INC	992266284
540793767	Bon Secours - St Mary's Hospital of Richmond Inc	681897837
540794913	Smyth County Community Hospital	47841817
540853898	POTOMAC HOSPITAL CORPORATION	236795593
540895648	BUCHANAN GENERAL HOSPITAL	28642878
541453954	AUGUSTA HEALTH CARE INC	278142110
541547408	SENTARA HOSPITALS	2220242441
541744931	Memorial Regional Medical Center Inc	397371253
541820093	Bon Secours DePaul Medical Center Inc	206088767
541904435	RICHMOND EYE AND EAR HEALTHCARE ALLIANCE	15000755
541920770	CAPITAL HOSPICE	98905123
542142034	COMMONWEALTH REGIONAL SPECIALTY	7362789
546074580	Carilion Tazewell Community Hospital	18683717
550356996	St Joseph's Hospital of Buckhannon Inc	64355861
550357045	Reynolds Memorial Hospital Inc	55993088
550357050	ST MARY'S MEDICAL CENTER INC	442890055
550357057	WHEELING HOSPITAL INC	416595914
550359755	Jefferson Memorial Hospital	56166528
550372580	Montgomery General Hospital Inc	24216545
550375433	Davis Memorial Hospital	113944595
550379108	Broaddus Hospital Association Inc	18516360
550383321	City Hospital Inc	223293112
550387249	WEIRTON MEDICAL CENTER INC	209473977
550404900	Herbert J Thomas Memorial Hospital	188437855
550420956	Potomac Valley Hospital of W VA Inc	26510549
550422958	Stonewall Jackson Memorial Hospital	53389358
550440086	Pleasant Valley Hospital	69765046
550462730	Community Health Association dba	37587332
550477361	Boone Memorial Hospital Inc	41554773
550484469	Hospital Development Co	39212755
550491651	SUMMERSVILLE REGIONAL MEDICAL CENTER	49687707
550525724	United Hospital Center Inc	354220934
550526150	Charleston Area Medical Center Inc	1152483935
550540374	Northwood Health System	27633799
550562976	GRANT MEMORIAL HOSPITAL	40061444
550611919	BRAXTON COUNTY MEMORIAL HOSPITAL INC	17406219
550629032	Minnie Hamilton Health Care Center Inc	22694576
550643304	West Virginia University Hospitals Inc	1218488888
550650441	The West Virginia Health Care Cooperative Inc	24691357
550675666	CABELL HUNTINGTON HOSPITAL INC	657785769
556000526	Grafton City Hospital	16695547
556005561	Webster County Memorial Hospital	17929743
560509400	ANC Highlands-Cashiers Hospital Inc	16247151
560525657	ALLEGHANY COUNTY MEMORIAL HOSPITAL INC	13210576
560529974	CHARLES A CANNON JR MEMORIAL	26804532
560529976	BLUE RIDGE HEALTHCARE HOSPITALS INC	204112819
560529994	Alamance Regional Medical Center Inc	285983000
560530233	SOUTHEASTERN REGIONAL MEDICAL	287481138
560530234	RANDOLPH HOSPITAL INC	113094063
560532141	Mission Hospital Inc	414106791
560532309	HIGH POINT REGIONAL HEALTH	363385255
560538020	COLUMBUS REGIONAL HEALTHCARE SYSTEM	98222316
560543238	LEXINGTON MEDICAL CENTER	104272819
560543246	FLETCHER HOSPITAL INC	181444738
560547479	ROWAN REGIONAL MEDICAL CENTER INC	223675251
560552787	NORTH CAROLINA BAPTIST HOSPITAL	1950016623
560554202	Caldwell Memorial Hospital	142352067
560554222	ST LUKE'S HOSPITAL INC	38595143
560554230	THE PRESBYTERIAN HOSPITAL	1198849423
560562293	ANC Transylvania Community Hospital Inc	19422586
560583151	SCOTLAND MEMORIAL HOSPITAL INC	181859470
560585243	Pitt County Memorial Hospital Inc	1284596619
560603898	HARNETT HEALTH SYSTEM INC	100344013
560603900	ASHE MEMORIAL HOSPITAL INC	35740899
560603925	HENDERSONVANCE HEALTHCARE INC	345582
560611546	Chatham Hospital Inc	44443804
560619359	GASTON MEMORIAL HOSPITAL INC	495939580
560623938	ANC McDowell Hospital Inc	20319311
560636250	COMMUNITY GENERAL HEALTH PARTNERS INC	100426764
560642846	HUGH CHATHAM MEMORIAL HOSPITAL INC	121152513
560691100	Crawley Memorial Hospital Inc	13197027
560845796	CUMBERLAND COUNTY HOSPITAL SYSTEM INC	1118905731
560928089	FORSYTH MEMORIAL HOSPITAL INC	1296704213
560949273	FELLOWSHIP HALL INC	12204239
560989789	HALIFAX REGIONAL MEDICAL CENTER INC	104590665
561025032	ANC Blue Ridge HospitalInc	14876319
561340424	MEDICAL PARK HOSPITAL INC	63840759
561376368	PRESBYTERIAN MEDICAL CARE CORP	197403433
561376950	NOVANT HEALTH INC	825152601
561484844	Wayne Memorial Hospital Inc	293274476
561509260	Rex Hospital Inc	1172899779
561844262	MURPHY MEDICAL CENTER INC	74804247
561936354	FIRSTHEALTH OF THE CAROLINAS INC	812680456
562005198	MOUNTAINCARE INC	89886944
562070036	DUKE UNIVERSITY HEALTH SYSTEM INC	3612404658
562112733	The Outer Banks Hospital Inc	84711325
562276994	DAVIE MEDICAL CENTER	67553194
562488077	Saint Lukes East Hospital	279195500
562570686	St Luke's Magic Valley Regional Medical	435064565
562592868	Wheaton Franciscan Healthcare - Franklin Inc	78509863
566000064	ANC Angel Medical Center Inc	18403637
566000674	LENOIR MEMORIAL HOSPITAL INC	139141868
566017737	Wakemed	1268441698
566024172	HEALTHCARE FOUNDATION OF WILSON	1939949
570314381	Conway Hospital Inc	162674811
570341194	GEORGETOWN MEMORIAL HOSPITAL	163410004
570342027	CANNON MEMORIAL HOSPITAL	29484527
570359174	ANMED HEALTH	601261795
570360499	Roper St Francis Mt Pleasant Hospital	74273638
570370242	MCLEOD REGIONAL MEDICAL CENTER OF	692725354
570468486	WILLIAMSBURG REGIONAL HOSPITAL	25017664
570828733	Roper Hospital Inc	355377564
571017988	HAMPTON REGIONAL MEDICAL CENTER	22889224
571067254	Bon Secours-St Francis Xavier Hospital	195073590
580566121	JOHN D ARCHBOLD MEMORIAL	315511295
580566213	PIEDMONT HOSPITAL INC	948555521
580566223	ST MARY'S HEALTH CARE SYSTEM INC	227023285
580566256	Emory University	4386211714
580568702	SAINT JOSEPH'S HOSPITAL INC	251055506
580593388	CANDLER HOSPITAL INC	351104064
580655369	TAYLOR REGIONAL HOSPITAL INC	37008293
580968382	COBB HOSPITAL INC	441057646
580973772	DONALSONVILLE HOSPITAL INC	41535503
581393820	HOSPICE SAVANNAH INC	11050945
581425000	ADVENTIST HEALTH SYSTEM GEORGIA INC	170889650
581450888	ANC HEALTHCARE INC	866863288
581509251	Baptist Health Care Affiliates inc	722
581519911	HAMILTON MEDICAL CENTER INC	234783809
581581103	UNIVERSITY HEALTH SERVICES INC	533537637
581588823	MOSES H CONE MEMORIAL HOSPITAL	1345382220
581645396	BAPTIST MEMORIAL REGIONAL	14051823
581685139	The Medical Center Inc	390339440
581694090	NORTHEAST GEORGIA HEALTH SYSTEM INC	204015656
581694098	NORTHEAST GEORGIA MEDICAL CENTER INC	1166043841
581734026	UPSON COUNTY HOSPITAL INC	110223282
581737573	Saint Thomas Hickman Hospital	16569024
581790149	TANNER MEDICAL CENTER INC	312755397
581897274	Parkwest Medical Center	325972901
581911751	SOUTHEAST GEORGIA HEALTH SYSTEM INC	321979012
581928247	PHOEBE PUTNEY MEMORIAL HOSPITAL	567785475
581954432	NORTHSIDE HOSPITAL INC	3645068929
581966795	DEKALB MEDICAL CENTER	573166361
581973570	FLOYD HEALTHCARE MANAGEMENT INC	433006139
582002413	GWINNETT HOSPITAL SYSTEMINC	128455056
582026750	DOUGLAS HOSPITAL INC	137383836
582032904	KENNESTONE HOSPITAL INC	993785656
582044503	MEADOWS REGIONAL MEDICAL CENTER INC	101847646
582081599	DECATUR HEALTH RESOURCES	18571942
582095884	PAULDING MEDICAL CENTER INC	163972862
582149127	NAVICENT HEALTH INC	141911881
582149128	MEDICAL CENTER OF CENTRAL GEORGIA INC	770320422
582155150	PIEDMONT NEWTON HOSPITAL	108411274
582175978	CRISP REGIONAL HOSPITAL INC	98861206
582179986	PIEDMONT ATHENS REGIONAL MEDICAL CENTER INC	538228109
582200195	PIEDMONT HENRY HOSPITAL INC	382681772
582224545	BACON COUNTY HEALTH SERVICES INC	36805342
582257925	EVANS MEMORIAL HOSPITAL INC	13324275
582296052	PRISMA HEALTH-MIDLANDS	1842707707
582322328	FAYETTE COMMUNITY HOSPITAL INC	373225975
582359398	OCONEE REGIONAL MEDICAL CENTER INC	63730408
582504530	St Francis Hospital Inc	583564255
582510435	JASPER HEALTH SERVICES INC	13014187
582513901	CHATUGE REGIONAL HOSPITAL INC	28437651
586001667	STEPHENS COUNTY HOSPITAL AUTHORITY	46949774
586025393	UNION COUNTY HOSPITAL AUTHORITY	84051480
590594631	SOUTH FLORIDA BAPTIST HOSPITAL INC	142890253
590624371	Holmes Regional Medical Center Inc	644790457
